,AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17,
,"[u'L\\""{a}hdeoja, Otso']",Otso,male,"Genoa, Italy",2008,1,An Approach to Instrument Augmentation : the Electric Guitar,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Lanzalone, Silvia']",Silvia,female,"Genoa, Italy",2008,1,The 'Suspended Clarinet' with the 'Uncaused Sound' : Description of a Renewed Musical Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Laurson, Mikael', u'Kuuskankare, Mika']",Mikael,male,"Genoa, Italy",2008,2,Towards Idiomatic and Flexible Score-based Gestural Control with a Scripting Language,NIME,Mika,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.51,,,,,,,,,,,,,,,,
,"[u'Loviscach, J\\""{o}rn']",Jörn,male,"Genoa, Italy",2008,1,Programming a Music Synthesizer through Data Mining,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Macrae, Robert', u'Dixon, Simon']",Robert,male,"Genoa, Italy",2008,2,From Toy to Tutor : Note-Scroller is a Game to Teach Music,NIME,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Maniatakos, Vassilios-Fivos A.', u'Jacquemin, Christian']",Vassilios-Fivos,None,"Genoa, Italy",2008,2,Towards an Affective Gesture Interface for Expressive Music Performance,NIME,Christian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,,,,,,,,,,,,,,,,
,"[u'McMillen, Keith A.']",Keith,male,"Genoa, Italy",2008,1,Stage-Worthy Sensor Bows for Stringed Instruments,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Menzies, Dylan']",Dylan,male,"Genoa, Italy",2008,1,Virtual Intimacy : Phya as an Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Modler, Paul', u'Myatt, Tony']",Paul,male,"Genoa, Italy",2008,2,Video Based Recognition of Hand Gestures by Neural Networks for the Control of Sound and Music,NIME,Tony,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Nash, Chris', u'Blackwell, Alan']",Chris,male,"Genoa, Italy",2008,2,Realtime Representation and Gestural Control of Musical Polytempi,NIME,Alan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,,
,"[u'Ng, Kia', u'Nesi, Paolo']",Kia,female,"Genoa, Italy",2008,2,i-Maestro : Technology-Enhanced Learning and Teaching for Music,NIME,Paolo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.99,,,,,,,,,,,,,,,,
,"[u'Pakarinen, Jyri', u'V\\""{a}lim\\""{a}ki, Vesa', u'Puputti, Tapio']",Jyri,male,"Genoa, Italy",2008,3,Slide Guitar Synthesizer with Gestural Control,NIME,Vesa,male,Tapio,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.93,1,,,,,,,,,,,,,,,
,"[u""Palacio-Quintin, Cl\\'{e}o""]",Cléo,None,"Genoa, Italy",2008,1,Eight Years of Practice on the Hyper-Flute : Technological and Musical Perspectives,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Pelletier, Jean-Marc']",Jean-Marc,male,"Genoa, Italy",2008,1,Sonified Motion Flow Fields as a Means of Musical Expression,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Place, Timothy', u'Lossius, Trond', u'Jensenius, Alexander R.', u'Peters, Nils']",Timothy,male,"Genoa, Italy",2008,4,Addressing Classes by Differentiating Values and Properties in OSC,NIME,Trond,male,Alexander,male,Nils,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.99,,,,,,,,,,,,,,
,"[u'Price, Robin', u'Rebelo, Pedro']",Robin,female,"Genoa, Italy",2008,2,Database and Mapping Design for Audiovisual Prepared Radio Set Installation,NIME,Pedro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.99,,,,,,,,,,,,,,,,
,"[u'R\\""{a}is\\""{a}nen, Juhani']",Juhani,male,"Genoa, Italy",2008,1,Sormina -- a New Virtual and Tangible Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Robertson, Andrew', u'Plumbley, Mark D.', u'Bryan-Kinns, Nick']",Andrew,male,"Genoa, Italy",2008,3,A Turing Test for B-Keeper : Evaluating an Interactive,NIME,Mark,male,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Roma, Gerard', u""Xamb\\'{o}, Anna""]",Gerard,male,"Genoa, Italy",2008,2,A Tabletop Waveform Editor for Live Performance,NIME,Anna,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Schacher, Jan C.']",Jan,male,"Genoa, Italy",2008,1,"Davos Soundscape, a Location Based Interactive Composition",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,
,"[u'Schedel, Margaret', u'Rootberg, Alison', u'de Martelly, Elizabeth']",Margaret,female,"Genoa, Italy",2008,3,"Scoring an Interactive, Multimedia Performance Work",NIME,Alison,female,Elizabeth,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,1,,,,,,,,,,,,,,,
,"[u'Schmeder, Andrew', u'Freed, Adrian']",Andrew,male,"Genoa, Italy",2008,2,uOSC : The Open Sound Control Reference Platform for Embedded Devices,NIME,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.97,,,,,,,,,,,,,,,,
,"[u'Sjuve, Eva']",Eva,female,"Genoa, Italy",2008,1,Prototype GO : Wireless Controller for Pure Data,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Stowell, Dan', u'Plumbley, Mark D.', u'Bryan-Kinns, Nick']",Dan,male,"Genoa, Italy",2008,3,Discourse Analysis Evaluation Method for Expressive Musical Interfaces,NIME,Mark,male,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,0.99,,,,,,,,,,,,,,,
,"[u'Suzuki, Kenji', u'Kyoya, Miho', u'Kamatani, Takahiro', u'Uchiyama, Toshiaki']",Kenji,male,"Genoa, Italy",2008,4,beacon : Embodied Sound Media Environment for Socio-Musical Interaction,NIME,Miho,female,Takahiro,male,Toshiaki,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.98,1,1,,,,,,,,,,,,,,
,"[u'Takegawa, Yoshinari', u'Tsukamoto, Masahiko']",Yoshinari,None,"Genoa, Italy",2008,2,UnitKeyboard : An Easily Configurable Compact Clavier,NIME,Masahiko,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Teles, Paulo C.', u'Boyle, Aidan']",Paulo,male,"Genoa, Italy",2008,2,"Developing an ""Antigenous"" Art Installation Based on a Touchless Endosystem Interface",NIME,Aidan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,,,,,,,,,,,,,,,,
,"[u'Thiebaut, Jean-Baptiste', u'Abdallah, Samer', u'Robertson, Andrew', u'Bryan-Kinns, Nick', u'Plumbley, Mark D.']",Jean-Baptiste,male,"Genoa, Italy",2008,5,Real Time Gesture Learning and Recognition : Towards Automatic Categorization,NIME,Samer,male,Andrew,male,Nick,male,Mark,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,0.99,1,,,,,,,,,,,,,
,"[u'Torre, Giuseppe', u'Torres, Javier', u'Fernstr\\""{o}m, Mikael']",Giuseppe,male,"Genoa, Italy",2008,3,The Development of Motion Tracking Algorithms for Low Cost Inertial Measurement Units,NIME,Javier,male,Mikael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Valle, Andrea']",Andrea,female,"Genoa, Italy",2008,1,"GeoGraphy : a Real-Time, Graph-Based Composition Environment",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,
,"[u'Valle, Andrea']",Andrea,female,"Genoa, Italy",2008,1,Integrated Algorithmic Composition Fluid systems for including notation in music composition cycle,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,
,"[u'Vinjar, Anders']",Anders,male,"Genoa, Italy",2008,1,Bending Common Music with Physical Models,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Ward, Nicholas', u'Penfield, Kedzie', u""O'Modhrain, Sile"", u'Knapp, Benjamin']",Nicholas,male,"Genoa, Italy",2008,4,A Study of Two Thereminists : Towards Movement Informed Instrument Design,NIME,Kedzie,None,Sile,male,Benjamin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,1,,,,,,,,,,,,,,
,"[u'Wozniewski, Mike', u'Bouillot, Nicolas', u'Settel, Zack', u'Cooperstock, Jeremy R.']",Mike,male,"Genoa, Italy",2008,4,Large-Scale Mobile Audio Environments for Collaborative Musical Interaction,NIME,Nicolas,male,Zack,male,Jeremy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.98,0.99,,,,,,,,,,,,,,
,"[u'Young, Diana']",Diana,female,"Genoa, Italy",2008,1,Classification of Common Violin Bowing Techniques Using Gesture Data from a Playable Measurement System,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Zannos, Iannis']",Iannis,male,"Genoa, Italy",2008,1,Multi-Platform Development of Audiovisual and Kinetic Installations,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Zbyszynski, Michael']",Michael,male,"Genoa, Italy",2008,1,An Elementary Method for Tablet,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Zoran, Amit', u'Maes, Pattie']",Amit,male,"Genoa, Italy",2008,2,Considering Virtual \& Physical Aspects in Acoustic Guitar Design,NIME,Pattie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.94,,,,,,,,,,,,,,,,
,"[u""d'Alessandro, Nicolas"", u'Dutoit, Thierry']",Nicolas,male,"Pittsburgh, PA, United States",2009,2,Advanced Techniques for Vertical Tablet Playing A Overview of Two Years of Practicing the HandSketch 1.x,NIME,Thierry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'B\\""{o}ttcher, Niels', u'Dimitrov, Smilen']",Niels,male,"Pittsburgh, PA, United States",2009,2,An Early Prototype of the Augmented PsychoPhone,NIME,Smilen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,None,,,,,,,,,,,,,,,,
,"[u'Baalman, Marije A.']",Marije,female,"Pittsburgh, PA, United States",2009,1,"Code LiveCode Live, or livecode Embodied",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Baalman, Marije A.', u'Smoak, Harry C.', u'Salter, Christopher L.', u'Malloch, Joseph', u'Wanderley, Marcelo M.']",Marije,female,"Pittsburgh, PA, United States",2009,5,"Sharing Data in Collaborative, Interactive Performances : the SenseWorld DataNetwork",NIME,Harry,male,Christopher,male,Joseph,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,0.99,1,,,,,,,,,,,,,
,"[u'Barri, Tarik']",Tarik,male,"Pittsburgh, PA, United States",2009,1,Versum : Audiovisual Composing in 3d,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Barri, Tarik']",Tarik,male,"Pittsburgh, PA, United States",2009,1,Versum -- Fluor,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Berdahl, Edgar', u'Niemeyer, G\\""{u}nter', u'Smith, Julius O.']",Edgar,male,"Pittsburgh, PA, United States",2009,3,HSP : A Simple and Effective Open-Source Platform for Implementing Haptic Musical Instruments,NIME,Günter,male,Julius,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Berdahl, Edgar', u'Niemeyer, G\\""{u}nter', u'Smith, Julius O.']",Edgar,male,"Pittsburgh, PA, United States",2009,3,Using Haptic Devices to Interface Directly with Digital Waveguide-Based Musical Instruments,NIME,Günter,male,Julius,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Berdahl, Edgar', u'Niemeyer, G\\""{u}nter', u'Smith, Julius O.']",Edgar,male,"Pittsburgh, PA, United States",2009,3,Using Haptics to Assist Performers in Making Gestures to a Musical Instrument,NIME,Günter,male,Julius,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Bianchi, Andrea', u'Yeo, Woon Seung']",Andrea,female,"Pittsburgh, PA, United States",2009,2,The Drummer : a Collaborative Musical Interface with Mobility,NIME,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.86,,,,,,,,,,,,,,,,
,"[u'Bouillot, Nicolas', u'Cooperstock, Jeremy R.']",Nicolas,male,"Pittsburgh, PA, United States",2009,2,Challenges and Performance of High-Fidelity Audio Streaming for Interactive Performances,NIME,Jeremy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Bukvic, Ivika', u'Standley, Eric']",Ivika,None,"Pittsburgh, PA, United States",2009,2,Elemental \& Cyrene Reefs,NIME,Eric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Bullock, Jamie', u'Coccioli, Lamberto']",Jamie,male,"Pittsburgh, PA, United States",2009,2,Towards a Humane Graphical User Interface for Live Electronic Music,NIME,Lamberto,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,1,,,,,,,,,,,,,,,,
,"[u'Collicutt, Mike', u'Casciato, Carmine', u'Wanderley, Marcelo M.']",Mike,male,"Pittsburgh, PA, United States",2009,3,From Real to Virtual : A Comparison of Input Devices for Percussion Tasks,NIME,Carmine,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,1,,,,,,,,,,,,,,,
,"[u'Cook, Perry R.']",Perry,male,"Pittsburgh, PA, United States",2009,1,Re-Designing Principles for Computer Music Controllers : a Case Study of SqueezeVox Maggie,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,
,"[u'Crawford, Langdon', u'Fastenow, William D.']",Langdon,male,"Pittsburgh, PA, United States",2009,2,"The Midi-AirGuitar , A serious Musical Controller with a Funny Name Music Technology Program",NIME,William,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Dolphin, Andy']",Andy,male,"Pittsburgh, PA, United States",2009,1,SpiralSet : A Sound Toy Utilizing Game Engine Technologies,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
,"[u'Dolphin, Andy']",Andy,male,"Pittsburgh, PA, United States",2009,1,MagNular : Symbolic Control of an External Sound Engine Using an Animated Interface,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
,"[u'Dubois, Luke', u'Flanigan, Lesley']",Luke,male,"Pittsburgh, PA, United States",2009,2,Bioluminescence,NIME,Lesley,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,,,,,,,,,,,,,,,,
,"[u'Essl, Georg']",Georg,male,"Pittsburgh, PA, United States",2009,1,SpeedDial : Rapid and On-The-Fly Mapping of Mobile Phone Instruments,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Feehan, Noah']",Noah,male,"Pittsburgh, PA, United States",2009,1,Audio Orienteering -- Navigating an Invisible Terrain,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
,"[u'Fels, Sidney S.', u'Pritchard, Bob', u'Lenters, Allison']",Sidney,male,"Pittsburgh, PA, United States",2009,3,ForTouch : A Wearable Digital Ventriloquized Actor,NIME,Bob,male,Allison,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.98,1,,,,,,,,,,,,,,,
,"[u'Ferguson, Sam', u'Beilharz, Kirsty']",Sam,male,"Pittsburgh, PA, United States",2009,2,An Interface for Live Interactive Sonification,NIME,Kirsty,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1,,,,,,,,,,,,,,,,
,"[u'Fiebrink, Rebecca', u'Trueman, Dan', u'Cook, Perry R.']",Rebecca,female,"Pittsburgh, PA, United States",2009,3,"A Meta-Instrument for Interactive, On-the-Fly Machine Learning",NIME,Dan,male,Perry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,0.94,,,,,,,,,,,,,,,
,"[u'Freed, Adrian']",Adrian,male,"Pittsburgh, PA, United States",2009,1,"Novel and Forgotten Current-steering Techniques for Resistive Multitouch, Duotouch, and Polytouch Position Sensing with Pressure",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
,"[u'Freed, Adrian', u'Schmeder, Andrew']",Adrian,male,"Pittsburgh, PA, United States",2009,2,Features and Future of Open Sound Control version 1.1 for NIME,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1,,,,,,,,,,,,,,,,
,"[u'Fyans, Cavan', u'Gurevich, Michael', u'Stapleton, Paul']",Cavan,male,"Pittsburgh, PA, United States",2009,3,Where Did It All Go Wrong ? A Model of Error From the Spectator{\textquoteright}s Perspective,NIME,Michael,male,Paul,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Gallin, Emmanuelle', u'Sirguy, Marc']",Emmanuelle,female,"Pittsburgh, PA, United States",2009,2,Sensor Technology and the Remaking of Instruments from the Past,NIME,Marc,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,,,,,,,,,,,,,,,,
,"[u'Gao, Mingfei', u'Hanson, Craig']",Mingfei,None,"Pittsburgh, PA, United States",2009,2,LUMI : Live Performance Paradigms Utilizing Software Integrated Touch Screen and Pressure Sensitive Button Matrix,NIME,Craig,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Gelineck, Steven', u'Serafin, Stefania']",Steven,male,"Pittsburgh, PA, United States",2009,2,A Quantitative Evaluation of the Differences between Knobs and Sliders,NIME,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Gillian, Nicholas', u'Knapp, Benjamin', u""O'Modhrain, Sile""]",Nicholas,male,"Pittsburgh, PA, United States",2009,3,The {SAR}C EyesWeb Catalog : A Pattern Recognition Toolbox for Musician-Computer Interaction,NIME,Benjamin,male,Sile,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Gillian, Nicholas', u""O'Modhrain, Sile"", u'Essl, Georg']",Nicholas,male,"Pittsburgh, PA, United States",2009,3,Scratch-Off : A Gesture Based Mobile Music Game with Tactile Feedback,NIME,Sile,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Gong, Nan-Wei', u'Laibowitz, Mat', u'Paradiso, Joseph A.']",Nan-Wei,None,"Pittsburgh, PA, United States",2009,3,MusicGrip : A Writing Instrument for Music Control,NIME,Mat,male,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.98,0.99,,,,,,,,,,,,,,,
,"[u'Goto, Suguru']",Suguru,male,"Pittsburgh, PA, United States",2009,1,BodyJack,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Goto, Suguru', u'Powell, Rob']",Suguru,male,"Pittsburgh, PA, United States",2009,2,"netBody - ""Augmented Body and Virtual Body II"" with the System, BodySuit, Powered Suit and Second Life - Its Introduction of an Application of the System",NIME,Rob,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Gresham-Lancaster, Scot', u'Bull, Steve']",Scot,male,"Pittsburgh, PA, United States",2009,2,"Cellphonia: 4'33""",NIME,Steve,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Gurevich, Michael', u'Stapleton, Paul', u'Bennett, Peter']",Michael,male,"Pittsburgh, PA, United States",2009,3,Designing for Style in New Musical Interactions,NIME,Paul,male,Peter,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'H\\""{o}ofer, Andreas', u'Hadjakos, Aristotelis', u'M\\""{u}hlh\\""{a}user, Max']",Andreas,male,"Pittsburgh, PA, United States",2009,3,Gyroscope-Based Conducting Gesture Recognition,NIME,Aristotelis,male,Max,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.98,,,,,,,,,,,,,,,
,"[u'Hadjakos, Aristotelis', u'Aitenbichler, Erwin', u'M\\""{u}hlh\\""{a}user, Max']",Aristotelis,male,"Pittsburgh, PA, United States",2009,3,Probabilistic Model of Pianists{\textquoteright} Arm Touch Movements,NIME,Erwin,male,Max,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,0.98,,,,,,,,,,,,,,,
,"[u'Havryliv, Mark', u'Naghdy, Fazel', u'Schiemer, Greg', u'Hurd, Timothy']",Mark,male,"Pittsburgh, PA, United States",2009,4,Haptic Carillon -- Analysis \& Design of the Carillon Mechanism,NIME,Fazel,male,Greg,male,Timothy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
,"[u""Henriques, Tom\\'{a}s""]",Tomás,male,"Pittsburgh, PA, United States",2009,1,Double Slide Controller,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
,"[u'Hindman, David', u'Drummond, Evan']",David,male,"Pittsburgh, PA, United States",2009,2,Performance: Modal Kombat Plays {PON}G,NIME,Evan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.97,,,,,,,,,,,,,,,,
,"[u'Hockman, Jason A.', u'Wanderley, Marcelo M.', u'Fujinaga, Ichiro']",Jason,male,"Pittsburgh, PA, United States",2009,3,Real-Time Phase Vocoder Manipulation by Runner{\textquoteright}s Pace,NIME,Marcelo,male,Ichiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Hong, Min Eui']",Min,female,"Pittsburgh, PA, United States",2009,1,Cosmic Strings II,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,
,"[u'Hsu, William', u'Sosnick, Marc']",William,male,"Pittsburgh, PA, United States",2009,2,Evaluating Interactive Music Systems : An HCI Approach,NIME,Marc,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Humphrey, Eric', u'Leider, Colby']",Eric,male,"Pittsburgh, PA, United States",2009,2,The Navi Activity Monitor : Toward Using Kinematic Data to Humanize Computer Music,NIME,Colby,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8,,,,,,,,,,,,,,,,
,"[u'Jessop, Elena']",Elena,female,"Pittsburgh, PA, United States",2009,1,The Vocal Augmentation and Manipulation Prosthesis (VAMP): A Conducting-Based Gestural Controller for Vocal Performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Johnston, Andrew', u'Candy, Linda', u'Edmonds, Ernest']",Andrew,male,"Pittsburgh, PA, United States",2009,3,Designing for Conversational Interaction,NIME,Linda,female,Ernest,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Jones, Daniel', u'Hodgson, Tim', u'Grant, Jane', u'Matthias, John', u'Outram, Nicholas', u'Ryan, Nick']",Daniel,male,"Pittsburgh, PA, United States",2009,6,The Fragmented Orchestra,NIME,Tim,male,Jane,female,John,male,Nicholas,male,Nick,male,,,,,,,,,,,,,,,,,,,,,,,1,0.99,0.99,0.99,1,0.99,,,,,,,,,,,,
,"[u'Jones, Randy', u'Driessen, Peter', u'Schloss, Andrew', u'Tzanetakis, George']",Randy,male,"Pittsburgh, PA, United States",2009,4,A Force-Sensitive Surface for Intimate Control,NIME,Peter,male,Andrew,male,George,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,1,0.99,,,,,,,,,,,,,,
,"[u'de Jong, Staas']",Staas,None,"Pittsburgh, PA, United States",2009,1,Developing the Cyclotactor,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Kahrs, Mark', u'Skulina, David', u'Bilbao, Stefan', u'Campbell, Murray']",Mark,male,"Pittsburgh, PA, United States",2009,4,An Electroacoustically Controlled Vibrating Plate,NIME,David,male,Stefan,male,Murray,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.96,,,,,,,,,,,,,,
,"[u'Kanda, Ryo', u'Hashida, Mitsuyo', u'Katayose, Haruhiro']",Ryo,male,"Pittsburgh, PA, United States",2009,3,Mims : Interactive Multimedia Live Performance System,NIME,Mitsuyo,male,Haruhiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1,1,,,,,,,,,,,,,,,
,"[u'Kapuscinski, Jaroslaw', u'Sanchez, Javier']",Jaroslaw,male,"Pittsburgh, PA, United States",2009,2,Interfacing Graphic and Musical Elements in Counterlines,NIME,Javier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
