AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
"[u'Marcelo Gimenes', u'Pierre-Emmanuel Largeron', u'Eduardo Miranda']",Marcelo,male,"Brisbane, Australia",2016,3,Frontiers: Expanding Musical Imagination With Audience Participation,NIME,Pierre-Emmanuel,male,Eduardo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"[u'Stewart Greenhill', u'Cathie Travers']",Stewart,male,"Brisbane, Australia",2016,2,Focal : An Eye-Tracking Musical Expression Controller,NIME,Cathie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"[u""Barah H\\'{e}on-Morissette""]",Barah,None,"Brisbane, Australia",2016,1,"Transdisciplinary Methodology: from Theory to the Stage, Creation for the {SIC}MAP",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
[u'Abram Hindle'],Abram,male,"Brisbane, Australia",2016,1,Hacking NIMEs,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
"[u'Alex Hofmann', u'Vasileios Chatziioannou', u'Alexander Mayer', u'Harry Hartmann']",Alex,male,"Brisbane, Australia",2016,4,Development of Fibre Polymer Sensor {Reed}s for Saxophone and Clarinet,NIME,Vasileios,male,Alexander,male,Harry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.0,1.0,0.99,,,,,,,,,,,,,,
"[u'Alex Hofmann', u'Bernt Waerstad', u'Kristoffer Koch']",Alex,male,"Brisbane, Australia",2016,3,Csound Instruments On Stage,NIME,Bernt,male,Kristoffer,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.0,1.0,,,,,,,,,,,,,,,
"[u'Cat Hope', u'Stuart James', u'Aaron Wyatt']",Cat,female,"Brisbane, Australia",2016,3,Headline grabs for music: The development of the iPad score generator for `Loaded (NSFW)',NIME,Stuart,male,Aaron,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,1.0,,,,,,,,,,,,,,,
"[u'Madeline Huberth', u'Chryssie Nanou']",Madeline,female,"Brisbane, Australia",2016,2,Notation for {3D} Motion Tracking Controllers: A Gametrak Case Study,NIME,Chryssie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,,
[u'Javier Jaimovich'],Javier,male,"Brisbane, Australia",2016,1,Emovere: Designing Sound Interactions for Biosignals and Dancers,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Kasper buhl Jakobsen', u'Marianne Graves Petersen', u'Majken Kirkegaard Rasmussen', u'Jens Emil Groenbaek', u'jakob winge', u'jeppe stougaard']",Kasper,male,"Brisbane, Australia",2016,6,Hitmachine: Collective Musical Expressivity for Novices,NIME,Marianne,female,Majken,female,Jens,male,jakob,male,jeppe,male,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,1.0,1.0,0.99,0.98,,,,,,,,,,,,
[u'Stuart James'],Stuart,male,"Brisbane, Australia",2016,1,A Multi-Point {2D} Interface: Audio-Rate Signals for Controlling Complex Multi-Parametric Sound Synthesis,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"[u'Kunal Jathal', u'Tae-Hong Park']",Kunal,male,"Brisbane, Australia",2016,2,The HandSolo: A Hand Drum Controller for Natural Rhythm Entry and Production,NIME,Tae-Hong,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,,
"[u'Alexander Refsum Jensenius', u'Michael J. Lyons']",Alexander,male,"Brisbane, Australia",2016,2,Trends at NIME---Reflections on Editing A NIME Reader,NIME,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Bridget Johnson', u'Michael Norris', u'Ajay Kapur']",Bridget,female,"Brisbane, Australia",2016,3,speaker.motion: A Mechatronic Loudspeaker System for Live Spatialisation,NIME,Michael,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,,
"[u'Sergi Jord\\`{a}', u""Daniel G\\'{o}mez-Mar\\'{i}n"", u""\\'{A}ngel Faraldo"", u'Perfecto Herrera']",Sergi,male,"Brisbane, Australia",2016,4,Drumming with style: From user needs to a working prototype,NIME,Daniel,male,Άngel,None,Perfecto,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,None,1.0,,,,,,,,,,,,,,
"[u'Ajay Kapur', u'Jim Murphy', u'Michael Darling', u'Eric Heep', u'Bruce Lott', u'Ness Morris']",Ajay,male,"Brisbane, Australia",2016,6,MalletOTon and the Modulets: Modular and Extensible Musical Robots,NIME,Jim,male,Michael,male,Eric,male,Bruce,male,Ness,female,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,1.0,1.0,1.0,0.86,,,,,,,,,,,,
"[u'Rebecca Kleinberger', u'Akito van Troyer']",Rebecca,female,"Brisbane, Australia",2016,2,Dooremi: a Doorway to Music,NIME,Akito,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.67,,,,,,,,,,,,,,,,
"[u'Otso L\\""{a}hdeoja']",Otso,male,"Brisbane, Australia",2016,1,Active Acoustic Instruments for Electronic Chamber Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Jeppe Veirum Larsen', u'Dan Overholt', u'Thomas B. Moeslund']",Jeppe,male,"Brisbane, Australia",2016,3,The Prospects of Musical Instruments For People with Physical Disabilities,NIME,Dan,male,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,1.0,,,,,,,,,,,,,,,
[u'Tomas Laurenzo'],Tomas,male,"Brisbane, Australia",2016,1,"5500: performance, control, and politics",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"[u'Sang Won Lee', u'Georg Essl', u'Mari Martinez']",Sang,male,"Brisbane, Australia",2016,3,Live Writing : Writing as a Real-time Audiovisual Performance,NIME,Georg,male,Mari,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.0,0.99,,,,,,,,,,,,,,,
"[u'Sasha Leitman', u'John Granzow']",Sasha,female,"Brisbane, Australia",2016,2,Music Maker: 3d Printing and Acoustics Curriculum,NIME,John,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.99,,,,,,,,,,,,,,,,
"[u'Anders Lind', u""Daniel Nyl\\'{e}n""]",Anders,male,"Brisbane, Australia",2016,2,Mapping Everyday Objects to Digital Materiality in The Wheel Quintet: Polytempic Music and Participatory Art,NIME,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Rikard Lindell', u'Koray Tahiro\\u{g}lu', u'Morten Riis', u'Jennie Schaeffer']",Rikard,male,"Brisbane, Australia",2016,4,Materiality for Musical Expressions: an Approach to Interdisciplinary Syllabus Development for NIME,NIME,Koray,male,Morten,male,Jennie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Jason Long', u'Dale Carnegie', u'Ajay Kapur']",Jason,male,"Brisbane, Australia",2016,3,The Closed-Loop Robotic Glockenspiel: Improving Musical Robots with Embedded Musical Information Retrieval,NIME,Dale,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.91,0.99,,,,,,,,,,,,,,,
"[u'Jason Long', u'Ajay Kapur', u'Dale Carnegie']",Jason,male,"Brisbane, Australia",2016,3,An Analogue Interface for Musical Robots,NIME,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,0.91,,,,,,,,,,,,,,,
"[u'Evan Lynch', u'Joseph Paradiso']",Evan,male,"Brisbane, Australia",2016,2,SensorChimes: Musical Mapping for Sensor Networks,NIME,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,,,,,,,,,,,,,,,,
[u'Miya Masaoka'],Miya,female,"Brisbane, Australia",2016,1,Not Just Gadgets: Interfaces as tools towards empathy and meaning.,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,
"[u'Andrew McPherson', u'Robert Jack', u'Giulio Moro']",Andrew,male,"Brisbane, Australia",2016,3,Action-Sound Latency: Are Our Tools Fast Enough?,NIME,Robert,male,Giulio,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,,
"[u'Aidan Meacham', u'Sanjay Kannan', u'Ge Wang']",Aidan,male,"Brisbane, Australia",2016,3,The Laptop Accordion,NIME,Sanjay,male,Ge,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.0,0.61,,,,,,,,,,,,,,,
"[u'Romain Michon', u'Julius Orion Iii Smith', u'Matthew Wright', u'Chris Chafe']",Romain,male,"Brisbane, Australia",2016,4,Augmenting the iPad: the BladeAxe,NIME,Julius,male,Matthew,male,Chris,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,1.0,0.93,,,,,,,,,,,,,,
"[u'Andrew J. Milne', u'Steffen A. Herff', u'David Bulger', u'William A. Sethares', u'Roger T. Dean']",Andrew,male,"Brisbane, Australia",2016,5,XronoMorph: Algorithmic Generation of Perfectly Balanced and Well-Formed Rhythms,NIME,Steffen,male,David,male,William,male,Roger,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,1.0,1.0,1.0,,,,,,,,,,,,,
[u'Yoichi Nagashima'],Yoichi,male,"Brisbane, Australia",2016,1,Multi Rubbing Tactile Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Kyosuke Nakanishi', u'Paul Haimes', u'Tetsuaki Baba', u'Kumiko Kushiyama']",Kyosuke,male,"Brisbane, Australia",2016,4,NAKANISYNTH: An Intuitive Freehand Drawing Waveform Synthesiser Application for iOS Devices,NIME,Paul,male,Tetsuaki,None,Kumiko,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,None,1.0,,,,,,,,,,,,,,
[u'Chris Nash'],Chris,male,"Brisbane, Australia",2016,1,The 'E' in QWERTY: Musical Expression with Old Computer Interfaces,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
"[u'Normark, Carl J\\""{u}rgen ', u'Peter Parnes', u'Robert Ek', u'Harald Andersson']",Carl,male,"Brisbane, Australia",2016,4,The extended clarinet,NIME,Peter,male,Robert,male,Harald,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Doug Van Nort', u'Ian Jarvis', u'Michael Palumbo']",Doug,male,"Brisbane, Australia",2016,3,Towards a Mappable Database of Emergent Gestural Meaning,NIME,Ian,male,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,,
"[u""C\\`{a}rthach \\'{O} Nuan\\`{a}in"", u'Sergi Jord\\`{a}', u'Perfecto Herrera']",Càrthach,None,"Brisbane, Australia",2016,3,An Interactive Software Instrument for Real-time Rhythmic Concatenative Synthesis,NIME,Sergi,male,Perfecto,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,1.0,,,,,,,,,,,,,,,
"[u'Reid Oda', u'Rebecca Fiebrink']",Reid,male,"Brisbane, Australia",2016,2,The Global Metronome: Absolute Tempo Sync For Networked Musical Performance,NIME,Rebecca,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Ireti Olowe', u'Giulio Moro', u'Mathieu Barthet']",Ireti,female,"Brisbane, Australia",2016,3,residUUm: user mapping and performance strategies for multilayered live audiovisual generation,NIME,Giulio,male,Mathieu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,,
[u'Ben Olson'],Ben,male,"Brisbane, Australia",2016,1,Transforming 8-Bit Video Games into Musical Interfaces via Reverse Engineering and Augmentation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"[u'Gorkem Ozdemir', u'Anil Camci', u'Angus Forbes']",Gorkem,None,"Brisbane, Australia",2016,3,PORTAL: An Audiovisual Laser Performance System,NIME,Anil,male,Angus,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,0.96,,,,,,,,,,,,,,,
[u'Garth Paine'],Garth,male,"Brisbane, Australia",2016,1,Now,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Sarah Reid', u'Ryan Gaston', u'Colin Honigman', u'Ajay Kapur']",Sarah,female,"Brisbane, Australia",2016,4,Minimally Invasive Gesture Sensing Interface (MIGSI) for Trumpet,NIME,Ryan,male,Colin,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,0.99,0.99,,,,,,,,,,,,,,
"[u'Thomas Resch', u'Stefan Bilbao']",Thomas,male,"Brisbane, Australia",2016,2,Controlling complex virtuel instruments---A setup with note~ for Max and prepared piano sound synthesis,NIME,Stefan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
"[u'Alexandra Rieger', u'Spencer Topel']",Alexandra,female,"Brisbane, Australia",2016,2,Driftwood: Redefining Sound Sculpture Controllers,NIME,Spencer,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,,
"[u'S\\""{o}derberg, Ene Alicia', u'Odgaard, Rasmus Emil', u'Sarah Bitsch', u'Oliver H\\""{o}eg-Jensen', u'Christensen, Nikolaj Schildt', u'Poulsen, S\\""{o}ren Dahl', u'Steven Gelineck']",Ene,female,"Brisbane, Australia",2016,7,Music Aid---Towards a Collaborative Experience for Deaf and Hearing People in Creating Music,NIME,Rasmus,male,Sarah,female,Oliver,male,Nikolaj,male,Sören,male,Steven,male,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,0.99,1.0,0.92,1.0,,,,,,,,,,,
"[u'Kevin Schlei', u'Chris Burns', u'Aidan Menuge']",Kevin,male,"Brisbane, Australia",2016,3,PourOver: A Sensor-Driven Generative Music Platform,NIME,Chris,male,Aidan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.93,0.98,,,,,,,,,,,,,,,
[u'Dominik Schlienger'],Dominik,male,"Brisbane, Australia",2016,1,Acoustic Localisation for Spatial Reproduction of Moving Sound Source: Application Scenarios \& Proof of Concept,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
[u'Jacob T. Sello'],Jacob,male,"Brisbane, Australia",2016,1,The Hexenkessel: A Hybrid Musical Instrument for Multimedia Performances,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Benjamin Shapiro', u'Rebecca Fiebrink', u'Matthew Ahrens', u'Annie Kelly']",Benjamin,male,"Brisbane, Australia",2016,4,BlockyTalky: A Physical and Distributed Computer Music Toolkit for Kids,NIME,Rebecca,female,Matthew,male,Annie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
"[u'Tim Shaw', u'Simon Bowen', u'John Bowers']",Tim,male,"Brisbane, Australia",2016,3,Unfoldings: Multiple Explorations of Sound and Space,NIME,Simon,male,John,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
"[u'Eric Sheffield', u'Edgar Berdahl', u'Andrew Pfalz']",Eric,male,"Brisbane, Australia",2016,3,The Haptic Capstans: Rotational Force Feedback for Music using a FireFader Derivative Device,NIME,Edgar,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
[u'Scott Smallwood'],Scott,male,"Brisbane, Australia",2016,1,Coronium 3500: A Solarsonic Installation for Caramoor,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"[u'Sean Soraghan', u'Alain Renaud', u'Ben Supper']",Sean,male,"Brisbane, Australia",2016,3,Towards a perceptual framework for interface design in digital environments for timbre manipulation,NIME,Alain,male,Ben,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,,
"[u'Koray Tahiro\\u{g}lu', u'Juan Carlos Vasquez', u'Johan Kildal']",Koray,male,"Brisbane, Australia",2016,3,Non-intrusive Counter-actions: Maintaining Progressively Engaging Interactions for Music Performance,NIME,Juan,male,Johan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,,
[u'Lindsay Vickery'],Lindsay,female,"Brisbane, Australia",2016,1,Rhizomatic approaches to screen-based music notation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
"[u'Richard Vindriis', u'Dale Carnegie']",Richard,male,"Brisbane, Australia",2016,2,StrumBot---An Overview of a Strumming Guitar Robot,NIME,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.91,,,,,,,,,,,,,,,,
"[u'Christina Volioti', u'Sotiris Manitsaris', u'Eleni Katsouli', u'Athanasios Manitsaris']",Christina,female,"Brisbane, Australia",2016,4,x2Gesture: how machines could learn expressive gesture variations of expert musicians,NIME,Sotiris,male,Eleni,female,Athanasios,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
[u'Si Waite'],Si,female,"Brisbane, Australia",2016,1,Church Belles: An Interactive System and Composition Using Real-World Metaphors,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,
[u'Ge Wang'],Ge,male,"Brisbane, Australia",2016,1,Game Design for Expressive Mobile Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,
"[u'Jiayue Cecilia Wu', u'Madeline Huberth', u'Yoo Hsiu Yeh', u'Matt Wright']",Jiayue,female,"Brisbane, Australia",2016,4,Evaluating the Audience's Perception of Real-time Gestural Control and Mapping Mechanisms in Electroacoustic Vocal Performance,NIME,Madeline,female,Yoo,female,Matt,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.83,1.0,,,,,,,,,,,,,,
"[u'Xiao Xiao', u'Donald Derek Haddad', u'Thomas Sanchez', u'Akito van Troyer', u""R\\'{e}becca Kleinberger"", u'Penny Webb', u'Joe Paradiso', u'Tod Machover', u'Hiroshi Ishii']",Xiao,female,"Brisbane, Australia",2016,9,Kin\'{e}phone: Exploring the Musical Potential of an Actuated Pin-Based Shape Display,NIME,Donald,male,Thomas,male,Akito,male,Rébecca,female,Penny,female,Joe,male,Tod,male,Hiroshi,male,,,,,,,,,,,,,,,,,0.74,1.0,1.0,0.67,1.0,0.99,0.99,1.0,1.0,,,,,,,,,
"[u'Leshao Zhang', u'Yongmeng Wu', u'Mathieu Barthet']",Leshao,None,"Brisbane, Australia",2016,3,A Web Application for Audience Participation in Live Music Performance: The Open Symphony Use Case,NIME,Yongmeng,None,Mathieu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1.0,,,,,,,,,,,,,,,
