Title,Author(s),,Year,Country
"Wireless Sensor Networks And Computer Music, Dance And Installation Implementations","Helmuth, Mara; Hyun Jun, Jung; Oliveira, Talmai; Mostafa, Ahmad; Shiota, Kazuaki; Mishra, Amitabh; Agrawal, Dharma",,2010,USA
The Show Must Go On: Dependable Audio Computing,"Loviscach, Joern",,2010,USA
"Modeling Beats, Accents, Beams, And Time Signatures Hierarchically With Music21 Meter Objects","Ariza, Christopher; Cuthbert, Michael Scott",,2010,USA
A Timbre Analysis And Classification Toolkit For Pure Data,"Brent, William",,2010,USA
Improving Upon Musical Analyses Of Conducting Gestures Using Computer Vision,"Nakra, Teresa; Tilden, Daniel; Salgian, Andrea",,2010,USA
Yasunao Tone And MP3 Deviation,"Blake, Thom; Fell, Mark; Myatt, Tony; Worth, Peter",,2010,USA
Technological Advantage For The Sound Arts: Border Politics,"José, Ignacio Ramirez-Gastón López",,2010,USA
"Sense/Stage - Low Cost, Open Source Wireless Sensor Infrastructure For Live Performance And Interactive, Real-Time Environments","Baalman, Marije A.J.; De Belleval, Vincent; Malloch, Joseph; Thibodeau, Joseph",,2010,USA
Grafting Synthesis Patches Onto Live Musical Instruments,"Puckette, Miller",,2010,USA
Automatic Timbral Morphing Of Musical Instruments Sounds By High-Level Descriptors,"Caetano, Marcelo; Rodet, Xavier",,2010,USA
Structured IIR Models For HRTF Interpolation,"Queiroz, Marcelo; De Sousa, Gustavo H. M.",,2010,USA
Urmus - An Environment For Mobile Instrument Design And Performance,"Essl, Georg",,2010,USA
"Studio Report: Music Research Centre, Department Of Music, University Of York","Myatt, Tony; Larkin, Oliver; Malham, Dave",,2010,USA
The 'C' Of IRCAM: Coordinating Musical Research At IRCAM,"Cont, Arshia; Gerzso, Andrew",,2010,USA
Studio Report: Music Technology At Penn State University,"Ballora, Mark; Craig, Curtis",,2010,USA
"Fourms, University Of Oslo - Lab Report","Jensenius, Alexander Refsum; Glette, Kyrre; Godøy, Rolf Inge; Hovin, Mats; Nymoen, Kristian; Skogstad, Ståle A.; Torresen, Jim",,2010,USA
Georgia Southern University Studio Report,"Thompson, John; Olson, Michael",,2010,USA
"The Brooklyn College Center For Computer Music, City University Of New York","Geers, Douglas; Brumner, George; Cohen, Douglas; Nelson, Nicholas",,2010,USA
"Education On Music And Technology, A Program For A Professional Education","Timmermans, Hans; Ijzermans, Jan; Machielse, Rens; Van Wolferen, Gerard",,2010,USA
HELO: The Laptop Ensemble As An Incubator For Individual Laptop Performance,"Hewitt, Scott; Tremblay, Pierre Alexander; Freeman, Samuel; Booth, Graham",,2010,USA
Algorithmic Musical Improvisation From 2d Board Games,"Parson, Dale",,2010,USA
Ml-Maquette / Musique Lab 2,"Bresson, Jean",,2010,USA
Otoacoustic Emissions As A Compositional Tool,"Kirk, Jonathon",,2010,USA
Anchoring In Ubiquitous Musical Activities,"Keller, Damián; Barreiro, Daniel Luis; Queiroz, Marcelo; Pimenta, Marcelo Soares",,2010,USA
Exploring Meaning And Intention In Music Conducting,"Dannenberg, Roger D.; Siewiorek, Daniel P.; Zahler, Noel",,2010,USA
Petrol: Reactive Pattern Language For Improvised Music,"Mclean, Alex; Wiggins, Geraint",,2010,USA
Abstraction In A Unit-Based Audio Processing System,"Stoll, Thomas",,2010,USA
"Because We Are Falling Down. Physics, Gesture And Relative Realities","Klien, Volkmar; Grill, Thomas",,2010,USA
Idiosyncrasies Of Spatial Perception In Multi- Loudspeaker Reproduction,"Kendall, Gary",,2010,USA
Advances In The Parallelization Of Music And Audio Applications,"Battenberg, Eric; Freed, Adrian; Wessel, David",,2010,USA
Spectral Stochastic Resonance Sound Synthesis,"Cadiz, Rodrigo F.; De La Cuadra, Patricio",,2010,USA
Combining Audiovisual Mappings For 3D Musical Interaction,"Berthaut, Florent; Desainte-Catherine, Myriam; Hachet, Martin",,2010,USA
"Generetive, Emergent, Self-Similar Structures: Construction In Self","Ikeshiro, Ryo",,2010,USA
Toward An Organology Of Virtual Instruments In Computer Music,"Barthelemy, Jerome; Orlarey, Yann; Bonardi, Alain; Lemouton, Serge; Ciavarella, Raffaele; Barkati, Karim",,2010,USA
Timewarp: A Graphical Tool For The Control Of Polyphonic Smoothly Varying Tempos,"Maccallum, John; Schmeder, Andrew",,2010,USA
Automatically Generating Syntactically Correct Audio Effects In Max,"Glennon, Aron; Rowe, Robert; Bello, Juan-Pablo",,2010,USA
"Decentralizing Music, Its Performance, And Processing","Berndt, Axel",,2010,USA
Creating And Inhabiting A Space: Real-Time Algorithms And Performance Issues In Roger Reynolds's Angelspace (2008-2009),"Sudol, Jacob David; Reynolds, Roger",,2010,USA
An Unconference Unsession On Computer Music Performance,"Baguyos, Jeremy C; Nanou, Chryssie; Wetzel, David; Boyle, Mcgregor",,2010,USA
Dissemination Of Computer Music Theory Outside Academia,"Porres, Alexandre T.",,2010,USA
New Languages For Physical Modeling Synthesis,"Schroeder, Benjamin; Ainger, Marc; Parent, Richard",,2010,USA
How To Conduct A Laptop Orchestra: Issues Of Coordination In Computer Music,"Reinecke, David",,2010,USA
Jack And Jill Project In Autonomous Music Composition,"Handelman, Eliot",,2010,USA
"Is The Laptop A Musical Instrument? Or, What's Old Is New Again, And Vice Versa","Marlow, Eugene",,2010,USA
Electroacoustic Movies - Towards A Post-Acousmatic Music,"Cope, Nick; Howle, Tim",,2010,USA
How To Articulate A Regional Space For Research And Creation In Latin America,"Oliver, Jamie E.",,2010,USA
Towards A Performance Practice Of Computer Music: A Journey,"Cancino, Juan P.",,2010,USA
Neuroacoustics: Intergrating The Strengths Of Computer Technology And Human Biology Through Music,"Unknown, Unknown",,2010,USA
Interactive Video In Performance,"Martyne, Krista; Salvail, Julien-Robert L.",,2010,USA
Using Streetlights To Generate Sound: Hidden And The Use Of Non-Incandescent Light Sources For Sound Generation,"Goeringer, Lyn",,2010,USA
The Medium Is The App.,"Spicer, Michael",,2010,USA
Tactile Feedback Based On Acoustic Pressure Waves,"Ciglar, Miha",,2010,USA
Radical Computer Music,"Vester, Parl K. B.",,2010,USA
Pure Data Barcamp,"Puckette, Miller; Steiner, Hans-Christoph; Porres, Alexander Torres",,2010,USA
Gelie - Investigations In Expression Through Mapping,"Tarakajian, Sam",,2010,USA
Reception Of Intellectual Property Issues In Computer Music,"Mclaughlin, Scott",,2010,USA
Founding Of The Asia Computer Music Project,"Osaka, Naotoshi; Shin, Seongah; Wyse, Lonce",,2010,USA
Sonic Beams / Acoustic Shadows,"Ciglar, Miha",,2010,USA
Decomposing Autumn: A Component-Wise Recomposition,"Casal, David Plans",,2010,USA
A Database System For Organising Musique Concrete,"Bailey, Christopher",,2010,USA
Virtual Bass-Clarinet In Modalys,"Teglbjaerg, Hans Peter Stubbe; Goepfer, Thomas",,2010,USA
Analysis And Resynthesis Of Anemic Cinema,"Girol, Paolo",,2010,USA
Peacock: A Non-Haptic 3D Performance Interface,"Miyama, Chikashi",,2010,USA
Mobile Sound Sources In Two Music Theatre Works,"Otondo, Felipe",,2010,USA
Hrtfearly and Hrtfreverb: Flexible Binaural Reverberation Processing,"Carty, Brian; Lazzarini, Victor",,2010,USA
A Multilevel Symbolic Music Alignment Algorithm,"England, Robert",,2010,USA
Time Synchronization In Graphic Domain - A New Paradigm For Augmented Music Scores,"Fober, Dominique",,2010,USA
Source Separation By Score Synthesis,"Ganseman, Joachim; Scheunders, Paul; Mysore, Gautham J.; Abel, Jonathan S.",,2010,USA
Plane Tessellation With Musical Scale Tiles And Bidimensional Automatic Composition,"Cicconet, Marcelo; Franco, Tertuliano; Carvalho, Paulo Cezar",,2010,USA
Virage : Designing An Interactive Intermedia Sequencer From Users Requirements And Theorical Background,"Allombert, Antoine; Marczak, Raphael; Desainte-Catherine, Myriam; Baltazar, Pascal; Allombert, Laurent Garnier",,2010,USA
Introducing Fuzzy Logic And Computing With Words Paradigms In Realtime Processes For Performance Arts,"Bonardi, Alain; Truck, Isis",,2010,USA
Arcsyn: An Expressive And Efficient Additive Synthesis Architecture,"Romblom, David",,2010,USA
"Introducing Belle, Bonne, Sage","Burnson, William",,2010,USA
An Auditory Twist On Visual Search Using Head Movement Controlled Ambisonics,"Agres, Kat; Topel, Spencer; Spivey, Michael; Moseson, Stephen",,2010,USA
Zero-Discount Partially Observable Markov Decision Processes For Computational Improvising Agents,"Martin, Aengus; Jin, Craig; Van Schaik, Andre; Martens, William L.",,2010,USA
Head Tracking For 3d Audio Using The Nintendo Wii Remote,"Ubilla, Mauricio; Mery, Domingo; Cadiz, Rodrigo F.",,2010,USA
Sonification Of Web Log Data,"Ballora, Mark; Panulla, Brian; Gourley, Matthew; Hall, David L.",,2010,USA
Www.Lovelyweather.Com: A Web-Based Interactive Audio-Visual Environment,"Bakht, Salman; Jette, Christopher",,2010,USA
The Mobile Phone Ensemble As Classroom,"Essl, Georg",,2010,USA
Synthesizing The Dynamic Spectra Of The Didgeridoo,"Ayers, Lydia; Horner, Andrew",,2010,USA
"Automatic Notation Of Computer-Generated Scores For Instruments, Voices And Electro-Acoustic Sounds","Burnson, William A.; Kaper, Hans G.",,2010,USA
An Algorithmic Composition Method Of Monophonic Pitches Based On The Frequency Relationship Of Melody Motion,"Lin, Hsin-Ming; Huang, Chih-Fang",,2010,USA
Technology And Creativity In The Classroom:An Opportunity Missed?,"Mcnichol, Alistair",,2010,USA
Computer-Controlled Video As A Multimodal Interface In Live Acousmatic Music,"Stefani, Ewan; De Bézenac, Christophe",,2010,USA
A Distributed Memory For Networked Livecoding Performance,"Sorensen, Andrew",,2010,USA
Ursound -- Live Patching Of Audio And Multimedia Using A Multi-Rate Normed Single-Stream Data-Flow Engine,"Essl, Georg",,2010,USA
Unruhige Räume - Spatial Electro-Acoustic Composition Through A Collaborative Artistic Research Process,"Baltazar, Pascal; Habbestad, Bjørnar",,2010,USA
Perception And Interpretation Of Concurrent Aural Shapes Using Dream Interface,"Bukvic, Ivica Ico; Kim, Ji-Sun",,2010,USA
Processing Sound And Music Description Data Using Openmusic,"Bresson, Jean; Agon, Carlos",,2010,USA
Composition Of Sound Mixtures With Spectral Maquettes,"Esling, Philippe; Agon, Carlos",,2010,USA
The Machine Orchestra,"Kapur, Ajay; Darling, Michael; Wiley, Meason; Vallis, Owen; Hochenbaum, Jordan; Murphy, Jim; Diakopoulos, Dimitri; Burgin, Carl; Yamin, Tyler",,2010,USA
Streaming from MIDI Using Constraint Satisfaction Optimization and Sequence Alignment,"Duane, Ben; Pardo, Bryan",,2009,Canada
An Electronic Timbre Dictionary and 3D Timbre Display,"Osaka, Naotoshi; Saito, Yoshinori; Ishitsuka, Shinya; Yoshioka, Yasuhiro",,2009,Canada
Scalability in Content-Based Navigation of Sound Databases,"Schwarz, Diemo; Schnell, Norbert; Gulluni, Sebastien",,2009,Canada
Appliance of Music Information Retrieval System for Arabian Woodwinds in Music Education,"Al-Ghawanmeh, Fadi M.; Al-Ghawanmeh, Mohammad T.; Haddad, Rami N.",,2009,Canada
Efficient Gesture Storage and Retrieval for Multiple Applications Using a Relational Data Model of Open Sound Control,"Schmeder, Andrew",,2009,Canada
Handling Asynchrony in Audio-Score Alignment,"Devaney, Johanna; Ellis, Daniel P. W.",,2009,Canada
Compensating for Expressiveness in Queries to a Content Based Music Information Retrieval System,"Duggan, Bryan; O’Shea, Brendan; Gainza, Mikel; Cunningham, Pádraig",,2009,Canada
Using Regular Expressions to Express Bowing Patterns for String Players,"Hall, Cordelia V.; O’Donnell, John T.",,2009,Canada
Dynamic Chord Analysis for Symbolic Music,"Rocher, Thomas; Robine, Matthias; Hanna, Pierre; Strandh, Robert",,2009,Canada
Hierarchical Markov Modeling for Generative Music,"Thornton, Chris",,2009,Canada
Midivis: Visualizing Music Structure via Similarity Matrices,"Wolkowicz, Jacek; Brooks, Stephen; Keselj, Vlado",,2009,Canada
An Object Oriented Model for the Representation of Temporal Data in the Integra Framework,"Bullock, Jamie; Frisk, Henrik",,2009,Canada
Play-Along Mapping of Musical Controllers,"Fiebrink, Rebecca; Cook, Perry R.",,2009,Canada
jMIR: Tools for Automatic Music Classification,"McKay, Cory; Fujinaga, Ichiro",,2009,Canada
Automatic Score Generation with FOMUS,"Psenicka, David",,2009,Canada
JDubiel: A Java Applet for Pitch-Class Set Analysis,"Takaoka, Akira",,2009,Canada
Realtime Selection of Percussion Samples Through Timbral Similarity in Max/MSP,"Eigenfeldt, Arne; Pasquier,Philippe",,2009,Canada
Automatic Musical Fountain Scenario Generation Using Musical Information Analysis,"Yoo, Min-Joon; Lee, In-Kwon",,2009,Canada
Real-Time Chord Recognition for Live Performance,"Stark, Adam M.; Plumbley, Mark D.",,2009,Canada
Melody Extrapolation in GTTM Approach,"Hamanaka, Masatoshi; Hirata, Keiji; Tojo, Satoshi",,2009,Canada
Ntccrt: A Concurrent Constraint Framework for Real-Time Interaction,"Toro-Bermúdez, Mauricio; Rueda, Camilo; Agón, Carlos; Assayag, Gérard",,2009,Canada
"Synaesthetic Analysis, Exploring Music Structures by Multimedia Representation. PrometheusZ12, a Novel 3D Visualization Tool","Tagliolato, Paolo",,2009,Canada
A Robust Border Detection Algorithm with Application to Medieval Music Manuscripts,"Ouyang, Yue; Burgoyne, John Ashley; Pugin, Laurent; Fujinaga, Ichiro",,2009,Canada
Structured Representation of Harmony for Music Retrieval,"Robine, Matthias; Hanna, Pierre; Rocher, Thomas; Ferraro, Pascal",,2009,Canada
The Process of Entrainment and its Application to Computer Music,"O’Brien, Donal; Knapp, R. Benjamin",,2009,Canada
ScoreIlluminator: Automatic Illumination of Orchestra Scores for Readability Improvement,"Matsubara, Masaki; Okamoto, Hiroyuki; Sano, Tomohisa; Susuki, Hiroya; Nobesawa, Shiho Hoshi; Saito, Hiroaki",,2009,Canada
Real-Time Implementation of HMM-Based Chord Estimation in Music Audio,"Cho, Taemin; Bello, Juan P.",,2009,Canada
Perceptually Based Pitch Scales in Cepstral Techniques for Percussive Timbre Identification,"Brent, William",,2009,Canada
Use of Decision Tree to Detect GTTM Group Boundaries,"Miura, Yuji; Hamanaka, Masatoshi; Hirata, Keiji; Tojo, Satoshi",,2009,Canada
2084 – Brave Creative World: Creativity in the Computer Music Curriculum,"Boehm, Carola",,2009,Canada
"[60]Project: Conception, Composition and Archiving","Adkins, Monty; Gatt, Michael",,2009,Canada
"Electroacoustic, Creative, and Jazz: Musicians Negotiating Boundaries","Gluck, Robert J.",,2009,Canada
"Silver Apples, Electric Circus, Electronic Arts, and Commerce in Late 1960s New York","Gluck, Robert J.",,2009,Canada
Reflections on Spent Time (abstract; full paper is on page 561),"Lansky, Paul",,2009,Canada
Toward Synthesized Environments: A Survey of Analysis and Synthesis Methods for Sound Designers and Composers,"Misra, Ananya; Cook, Perry R.",,2009,Canada
Timbral Migration: Stochastic Processes for the Control of Smooth Spectral Transformation,"MacCallum, John; Schmeder, Andrew; Wessel, David",,2009,Canada
Bayesian Spectral Matching: Turning Young MC into MC Hammer via MCMC Sampling,"Hoffman, Matthew D.; Cook, Perry R.; Blei, David M.",,2009,Canada
Evolutionary Spectral Envelope Morphing by Spectral Shape Descriptors,"Caetano, Marcelo; Rodet, Xavier",,2009,Canada
Software for Teaching Music Theory,"Taube, Heinrich; Burnson, William Andrew",,2009,Canada
Valuing Our Heritage: Exploring Spatialisation Through Software Emulation of Stockhausen’s Oktophonie,"Clarke, Michael; Manning, Peter",,2009,Canada
SoundMaker: a Web-Based Teaching Tool for Sound Design,"Cavis, Ryan; Tipei, Sever; Kindratenko, Volodymyr",,2009,Canada
Studio Report: Computer Music Activities at the Interdisciplinary Nucleus of Sound Communication,"Manzolli, Jônatas; Maia, Adolfo; Fornari, José; Caetano, Marcelo",,2009,Canada
Women Innovators: Technology-Based Music Therapy,"Heyen, Jaclyn",,2009,Canada
Beyond Concatenation: Some Ideas for the Creative Use of Corpus-Based Sonic Material,"Stoll, Thomas M.",,2009,Canada
CCRMA Studio Report,"Wilkerson, Carr; Lopez-Lezcano, Fernando",,2009,Canada
A Symbolic Sonification of L-Systems,"Wilson, Adam James",,2009,Canada
Perceptually Motivated Sonification of Moving Images,"Pelletier, Jean-Marc",,2009,Canada
Not Just Prettier: FMS Marches On,"Park, Tae Hong; Li, Zhiye",,2009,Canada
Synergetic Strategies in the Development of Music Technology and Multimedia in the North American Heartland,"Baguyos, Jeremy Castro",,2009,Canada
Tijuana Sound Arts Project: A Nomadic Studio Report,"Ramírez-Gastón, José Ignacio López",,2009,Canada
Corpus-Based Transcription as an Approach to the Compositional Control of Timbre,"Einbond, Aaron; Schwarz, Diemo; Bresson, Jean",,2009,Canada
Post-Processing Fiddle~: A Real-Time Multi-Pitch Tracking Technique Using Harmonic Partial Subtraction for Use within Live Performance Systems,"Robertson, Andrew N.; Plumbley, Mark D.",,2009,Canada
All Natural Room Enhancement,"Spratt, Kyle; Abel, Jonathan S.",,2009,Canada
Estimating the Reed Pulse from Clarinet Recordings,"Smyth, Tamara; Abel, Jonathan S.",,2009,Canada
New Methods of Formant Analysis-Synthesis for Musical Applications,"Lazzarini, Victor; Timoney, Joseph",,2009,Canada
Data-Driven Stastical Modeling of Violin Bowing Gesture Parameter Contours,"Maestre, Esteban",,2009,Canada
Calibration Method to Measure Accurate Bow Force for Real Violin Performances,"Guaus, Enric; Bonada, Jordi; Maestre, Esteban; Pérez, Alfonso; Blaauw, Merlijn",,2009,Canada
Advantages and Limitations of Simulating Percussion Gestures for Sound Synthesis,"Bouënard, Alexandre; Wanderley, Marcelo M.; Gibet, Sylvie",,2009,Canada
Musical Analysis of Conducting Gestures Using Methods from Computer Vision,"Nakra, Teresa Marrin; Salgian, Andrea; Pfirrmann, Micheal",,2009,Canada
Interactive Composing as the Expression of Autonomous Machine Motivations,"Beyls, Peter",,2009,Canada
Audio-Haptic Interaction with the Digital Waveguide Bowed String,"Sinclair, Stephen; Scavone, Gary; Wanderley, Marcelo M.",,2009,Canada
Projecting Finger Placement onto the Fretboard,"Loviscach, Jörn",,2009,Canada
"Smule = Sonic Media: An Intersection of the Mobile, Musical, and Social","Wang, Ge; Essl, Georg; Smith, Jeff; Salazar, Spencer; Cook, Perry R.; Hamilton, Robert; Fiebrink, Rebecca; Berger, Jonathan; Zhu, David; Ljungstrom, Mattias; Berry, Arnaud; Wu, Jennifer; Kirk, Turner; Berger, Elon; Segal, Jillian",,2009,Canada
